,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary
43,49.0,Private,94638.0,high school,9.0,other,Adm-clerical,Unmarried,White,Female,40,US,0
44,25.0,Private,289980.0,high school,9.0,not_married,Handlers-cleaners,Not-in-family,White,Male,35,US,0
45,57.0,gov,337895.0,undergrad,13.0,married,Prof-specialty,Husband,Black,Male,40,US,1
46,53.0,Private,144361.0,high school,9.0,married,Machine-op-inspct,Husband,White,Male,38,US,0
47,44.0,Private,128354.0,grad,14.0,other,Exec-managerial,Unmarried,White,Female,40,US,0
48,41.0,gov,101603.0,higher,11.0,married,Craft-repair,Husband,White,Male,40,US,0
49,29.0,Private,271466.0,higher,11.0,not_married,Prof-specialty,Not-in-family,White,Male,43,US,0
50,25.0,Private,32275.0,higher,10.0,married,Exec-managerial,Wife,Other,Female,40,US,0
51,18.0,Private,226956.0,high school,9.0,not_married,Other-service,Own-child,White,Female,30,US,0
52,47.0,Private,51835.0,higher,15.0,married,Prof-specialty,Wife,White,Female,60,Non-US,1
53,50.0,gov,251585.0,undergrad,13.0,other,Exec-managerial,Not-in-family,White,Male,55,US,1
54,47.0,self_employed,109832.0,high school,9.0,other,Exec-managerial,Not-in-family,White,Male,60,US,0
55,43.0,Private,237993.0,higher,10.0,married,Tech-support,Husband,White,Male,40,US,1
56,46.0,Private,216666.0,school,4.5,married,Machine-op-inspct,Husband,White,Male,40,Non-US,0
57,35.0,Private,56352.0,higher,11.0,married,Other-service,Husband,White,Male,40,Non-US,0
58,41.0,Private,147372.0,high school,9.0,married,Adm-clerical,Husband,White,Male,48,US,0
59,30.0,Private,188146.0,high school,9.0,married,Machine-op-inspct,Husband,White,Male,40,US,0
60,30.0,Private,59496.0,undergrad,13.0,married,Sales,Husband,White,Male,40,US,0
61,32.0,Private,293936.0,school,4.5,other,Prof-specialty,Not-in-family,White,Male,40,US,0
62,48.0,Private,149640.0,high school,9.0,married,Transport-moving,Husband,White,Male,40,US,0
63,42.0,Private,116632.0,doc,16.0,married,Prof-specialty,Husband,White,Male,45,US,1
64,29.0,Private,105598.0,higher,10.0,other,Tech-support,Not-in-family,White,Male,58,US,0
65,36.0,Private,155537.0,high school,9.0,married,Craft-repair,Husband,White,Male,40,US,0
66,28.0,Private,183175.0,higher,10.0,other,Adm-clerical,Not-in-family,White,Female,40,US,0
67,53.0,Private,169846.0,high school,9.0,married,Adm-clerical,Wife,White,Female,40,US,1
68,49.0,self_employed,191681.0,higher,10.0,married,Exec-managerial,Husband,White,Male,50,US,1
69,25.0,Private,200681.0,higher,10.0,not_married,Prof-specialty,Own-child,White,Male,40,US,0
70,19.0,Private,101509.0,higher,10.0,not_married,Prof-specialty,Own-child,White,Male,32,US,0
71,31.0,Private,309974.0,undergrad,13.0,other,Sales,Own-child,Black,Female,40,US,0
72,29.0,self_employed,162298.0,undergrad,13.0,married,Sales,Husband,White,Male,70,US,1
73,23.0,Private,211678.0,higher,10.0,not_married,Machine-op-inspct,Not-in-family,White,Male,40,US,0
74,78.0,Private,124744.0,higher,10.0,married,Prof-specialty,Other-relative,White,Male,20,US,0
75,27.0,Private,213921.0,high school,9.0,not_married,Other-service,Own-child,White,Male,40,Non-US,0
76,40.0,Private,32214.0,higher,12.0,married,Adm-clerical,Husband,White,Male,40,US,0
77,67.0,Private,212759.0,school,6.0,married,Prof-specialty,Husband,White,Male,2,US,0
78,18.0,Private,309634.0,school,7.0,not_married,Other-service,Own-child,White,Female,22,US,0
79,31.0,gov,125927.0,school,4.5,married,Farming-fishing,Husband,White,Male,40,US,0
80,18.0,Private,415887.0,high school,9.0,not_married,Sales,Not-in-family,White,Male,30,US,0
81,52.0,Private,276515.0,undergrad,13.0,married,Other-service,Husband,White,Male,40,Non-US,0
82,46.0,Private,51618.0,high school,9.0,married,Other-service,Wife,White,Female,40,US,0
83,59.0,Private,159937.0,high school,9.0,married,Sales,Husband,White,Male,48,US,0
84,44.0,Private,343591.0,high school,9.0,other,Craft-repair,Not-in-family,White,Female,40,US,1
85,53.0,Private,346253.0,high school,9.0,other,Sales,Own-child,White,Female,35,US,0
86,49.0,gov,268234.0,high school,9.0,married,Protective-serv,Husband,White,Male,40,US,1
87,33.0,Private,202051.0,grad,14.0,married,Prof-specialty,Husband,White,Male,50,US,0
88,30.0,Private,54334.0,school,5.0,not_married,Sales,Not-in-family,White,Male,40,US,0
89,43.0,gov,410867.0,doc,16.0,not_married,Prof-specialty,Not-in-family,White,Female,50,US,1
90,57.0,Private,249977.0,higher,11.0,married,Prof-specialty,Husband,White,Male,40,US,0
91,37.0,Private,286730.0,higher,10.0,other,Craft-repair,Unmarried,White,Female,40,US,0
92,28.0,Private,212563.0,higher,10.0,other,Machine-op-inspct,Unmarried,Black,Female,25,US,0
93,30.0,Private,117747.0,high school,9.0,married,Sales,Wife,Asian-Pac-Islander,Female,35,US,0
94,34.0,gov,226296.0,undergrad,13.0,married,Protective-serv,Husband,White,Male,40,US,1
95,29.0,gov,115585.0,higher,10.0,not_married,Handlers-cleaners,Not-in-family,White,Male,50,US,0
96,48.0,self_employed,191277.0,doc,16.0,married,Prof-specialty,Husband,White,Male,60,US,1
97,37.0,Private,202683.0,higher,10.0,married,Sales,Husband,White,Male,48,US,1
98,48.0,Private,171095.0,higher,12.0,other,Exec-managerial,Unmarried,White,Female,40,Non-US,0
99,32.0,gov,249409.0,high school,9.0,not_married,Other-service,Own-child,Black,Male,40,US,0
100,76.0,Private,124191.0,grad,14.0,married,Exec-managerial,Husband,White,Male,40,US,1
101,44.0,Private,198282.0,undergrad,13.0,married,Exec-managerial,Husband,White,Male,60,US,1
102,47.0,self_employed,149116.0,grad,14.0,not_married,Prof-specialty,Not-in-family,White,Female,50,US,0
103,20.0,Private,188300.0,higher,10.0,not_married,Tech-support,Own-child,White,Female,40,US,0
104,29.0,Private,103432.0,high school,9.0,not_married,Craft-repair,Not-in-family,White,Male,40,US,0
105,32.0,self_employed,317660.0,high school,9.0,married,Craft-repair,Husband,White,Male,40,US,1
106,17.0,Private,304873.0,school,6.0,not_married,Prof-specialty,Own-child,White,Female,32,US,0
107,30.0,Private,194901.0,school,7.0,not_married,Handlers-cleaners,Own-child,White,Male,40,US,0
108,31.0,gov,189265.0,high school,9.0,not_married,Adm-clerical,Not-in-family,White,Female,40,US,0
109,42.0,Private,124692.0,high school,9.0,married,Handlers-cleaners,Husband,White,Male,40,US,0
110,24.0,Private,415887.0,undergrad,13.0,not_married,Sales,Other-relative,White,Male,40,US,0
111,38.0,Private,65324.0,higher,15.0,married,Prof-specialty,Husband,White,Male,40,US,1
112,56.0,self_employed,335605.0,high school,9.0,married,Other-service,Husband,White,Male,50,Non-US,1
113,28.0,Private,377869.0,higher,10.0,married,Sales,Wife,White,Female,25,US,0
114,36.0,Private,102864.0,high school,9.0,not_married,Machine-op-inspct,Own-child,White,Female,40,US,0
115,53.0,Private,95647.0,school,5.0,married,Handlers-cleaners,Husband,White,Male,50,US,0
116,56.0,self_employed,303090.0,higher,10.0,married,Sales,Husband,White,Male,50,US,0
117,49.0,gov,197371.0,higher,11.0,married,Craft-repair,Husband,Black,Male,40,US,1
118,55.0,Private,247552.0,higher,10.0,married,Sales,Husband,White,Male,56,US,0
119,22.0,Private,102632.0,high school,9.0,not_married,Craft-repair,Not-in-family,White,Male,41,US,0
120,21.0,Private,199915.0,higher,10.0,not_married,Other-service,Own-child,White,Female,40,US,0
121,40.0,Private,118853.0,undergrad,13.0,married,Exec-managerial,Husband,White,Male,60,US,0
122,30.0,Private,77143.0,undergrad,13.0,not_married,Exec-managerial,Own-child,Black,Male,40,Non-US,0
123,29.0,gov,267989.0,undergrad,13.0,married,Prof-specialty,Husband,White,Male,50,US,1
124,19.0,Private,301606.0,higher,10.0,not_married,Other-service,Own-child,Black,Male,35,US,0
125,47.0,Private,287828.0,undergrad,13.0,married,Exec-managerial,Wife,White,Female,40,US,1
126,20.0,Private,111697.0,higher,10.0,not_married,Adm-clerical,Own-child,White,Female,28,US,0
127,31.0,Private,114937.0,higher,12.0,married,Adm-clerical,Husband,White,Male,40,US,1
128,35.0,Private,129305.0,high school,9.0,married,Prof-specialty,Husband,White,Male,40,US,0
129,39.0,Private,365739.0,higher,10.0,other,Craft-repair,Not-in-family,White,Male,40,US,0
130,28.0,Private,69621.0,higher,12.0,not_married,Sales,Not-in-family,White,Female,60,US,0
131,24.0,Private,43323.0,high school,9.0,not_married,Other-service,Not-in-family,White,Female,40,US,0
132,38.0,self_employed,120985.0,high school,9.0,married,Craft-repair,Husband,White,Male,35,US,0
133,37.0,Private,254202.0,undergrad,13.0,married,Sales,Husband,White,Male,50,US,0
134,46.0,Private,146195.0,higher,12.0,other,Tech-support,Not-in-family,Black,Female,36,US,0
135,38.0,gov,125933.0,grad,14.0,married,Prof-specialty,Husband,White,Male,40,Non-US,1
136,43.0,self_employed,56920.0,high school,9.0,married,Craft-repair,Husband,White,Male,60,US,0
137,27.0,Private,163127.0,higher,11.0,married,Adm-clerical,Wife,White,Female,35,US,0
138,20.0,Private,34310.0,higher,10.0,not_married,Sales,Own-child,White,Male,20,US,0
139,49.0,Private,81973.0,higher,10.0,married,Craft-repair,Husband,Asian-Pac-Islander,Male,40,US,1
140,61.0,self_employed,66614.0,high school,9.0,married,Craft-repair,Husband,White,Male,40,US,0
141,27.0,Private,232782.0,higher,10.0,not_married,Sales,Own-child,White,Female,40,US,0
142,19.0,Private,316868.0,higher,10.0,not_married,Other-service,Own-child,White,Male,30,Non-US,0
143,45.0,Private,196584.0,higher,11.0,not_married,Prof-specialty,Not-in-family,White,Female,40,US,1
144,70.0,Private,105376.0,higher,10.0,not_married,Tech-support,Other-relative,White,Male,40,US,0
145,31.0,Private,185814.0,high school,9.0,not_married,Transport-moving,Unmarried,Black,Female,30,US,0
146,22.0,Private,175374.0,higher,10.0,married,Other-service,Husband,White,Male,24,US,0
147,36.0,Private,108293.0,high school,9.0,other,Other-service,Unmarried,White,Female,24,US,0
148,64.0,Private,181232.0,school,7.0,married,Craft-repair,Husband,White,Male,40,US,0
149,43.0,Private,174662.0,higher,10.0,other,Prof-specialty,Not-in-family,White,Female,40,US,0
150,47.0,gov,186009.0,higher,10.0,other,Adm-clerical,Unmarried,White,Female,38,Non-US,0
151,34.0,Private,198183.0,high school,9.0,not_married,Adm-clerical,Not-in-family,White,Female,40,US,0
152,33.0,Private,163003.0,undergrad,13.0,not_married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,Non-US,0
153,21.0,Private,296158.0,high school,9.0,not_married,Craft-repair,Own-child,White,Male,35,US,0
154,52.0,Private,252903.0,high school,9.0,other,Prof-specialty,Not-in-family,White,Male,45,US,1
155,48.0,Private,187715.0,high school,9.0,married,Craft-repair,Husband,White,Male,46,US,0
156,23.0,Private,214542.0,undergrad,13.0,not_married,Handlers-cleaners,Not-in-family,White,Male,40,US,0
157,71.0,self_employed,415887.0,higher,10.0,other,Sales,Unmarried,Black,Male,2,US,0
158,29.0,Private,191535.0,high school,9.0,other,Craft-repair,Not-in-family,White,Male,60,US,0
159,42.0,Private,228456.0,undergrad,13.0,other,Other-service,Other-relative,Black,Male,50,US,0
160,68.0,Private,38317.0,school,4.5,other,Prof-specialty,Not-in-family,White,Female,20,US,0
161,25.0,Private,252752.0,high school,9.0,not_married,Other-service,Unmarried,White,Female,40,US,0
162,44.0,self_employed,78374.0,grad,14.0,other,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,US,0
163,28.0,Private,88419.0,high school,9.0,not_married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,Non-US,0
164,45.0,self_employed,201080.0,grad,14.0,married,Sales,Husband,White,Male,40,US,1
165,36.0,Private,207157.0,higher,10.0,other,Other-service,Unmarried,White,Female,40,Non-US,0
166,39.0,gov,235485.0,higher,12.0,not_married,Exec-managerial,Not-in-family,White,Male,42,US,0
167,46.0,gov,102628.0,grad,14.0,other,Protective-serv,Unmarried,White,Male,40,US,0
168,18.0,Private,25828.0,school,7.0,not_married,Handlers-cleaners,Own-child,White,Male,16,US,0
169,66.0,gov,54826.0,higher,11.0,other,Prof-specialty,Not-in-family,White,Female,20,US,0
170,27.0,Private,124953.0,high school,9.0,not_married,Other-service,Not-in-family,White,Male,40,US,0
171,28.0,gov,175325.0,high school,9.0,married,Protective-serv,Husband,White,Male,40,US,0
172,51.0,Private,96062.0,higher,10.0,married,Sales,Husband,White,Male,40,US,1
173,27.0,Private,415887.0,undergrad,13.0,not_married,Craft-repair,Not-in-family,White,Male,50,US,0
174,28.0,gov,149624.0,undergrad,13.0,married,Prof-specialty,Husband,White,Male,40,US,1
175,27.0,Private,253814.0,high school,9.0,other,Sales,Unmarried,White,Female,25,US,0
176,21.0,Private,312956.0,high school,9.0,not_married,Craft-repair,Own-child,Black,Male,40,US,0
177,34.0,Private,415887.0,high school,9.0,not_married,Handlers-cleaners,Not-in-family,Black,Male,40,US,0
178,18.0,Private,183930.0,high school,9.0,not_married,Other-service,Own-child,White,Male,12,US,0
179,33.0,Private,37274.0,undergrad,13.0,married,Prof-specialty,Husband,White,Male,65,US,0
180,44.0,gov,181344.0,higher,10.0,married,Exec-managerial,Husband,Black,Male,38,US,1
181,43.0,Private,114580.0,higher,10.0,other,Adm-clerical,Not-in-family,White,Female,40,US,0
182,30.0,Private,415887.0,higher,10.0,not_married,Craft-repair,Not-in-family,Black,Male,45,US,0
183,40.0,Private,286370.0,school,4.5,married,Machine-op-inspct,Husband,White,Male,40,Non-US,1
184,37.0,gov,29054.0,higher,10.0,married,Adm-clerical,Husband,White,Male,42,US,1
185,34.0,Private,304030.0,high school,9.0,married,Adm-clerical,Husband,Black,Male,40,US,0
186,41.0,self_employed,143129.0,undergrad,13.0,other,Exec-managerial,Not-in-family,White,Female,40,US,0
187,53.0,Private,135105.0,undergrad,13.0,other,Prof-specialty,Not-in-family,White,Female,50,US,0
188,31.0,Private,99928.0,grad,14.0,married,Prof-specialty,Wife,White,Female,50,US,0
189,58.0,gov,109567.0,doc,16.0,married,Prof-specialty,Husband,White,Male,1,US,1
190,38.0,Private,155222.0,higher,10.0,other,Machine-op-inspct,Not-in-family,Black,Female,28,US,0
191,24.0,Private,159567.0,higher,10.0,married,Machine-op-inspct,Husband,White,Male,40,US,0
192,41.0,gov,415887.0,undergrad,13.0,married,Craft-repair,Husband,Black,Male,40,US,0
193,47.0,Private,120939.0,higher,10.0,married,Tech-support,Husband,White,Male,45,US,0
194,41.0,gov,130760.0,undergrad,13.0,married,Tech-support,Husband,White,Male,24,US,0
195,23.0,Private,197387.0,school,4.5,married,Transport-moving,Other-relative,White,Male,40,Non-US,0
196,36.0,Private,99374.0,higher,10.0,other,Craft-repair,Not-in-family,White,Male,40,US,0
197,40.0,gov,56795.0,grad,14.0,not_married,Exec-managerial,Not-in-family,White,Female,55,US,1
198,35.0,Private,138992.0,grad,14.0,married,Prof-specialty,Other-relative,White,Male,40,US,1
199,24.0,self_employed,32921.0,high school,9.0,not_married,Sales,Not-in-family,White,Male,40,US,0
200,26.0,Private,397317.0,grad,14.0,not_married,Prof-specialty,Not-in-family,White,Female,40,US,0
201,19.0,Private,170653.0,high school,9.0,not_married,Prof-specialty,Own-child,White,Male,40,Non-US,0
202,51.0,Private,259323.0,undergrad,13.0,married,Exec-managerial,Husband,White,Male,50,US,1
203,42.0,gov,254817.0,higher,10.0,not_married,Prof-specialty,Not-in-family,White,Female,40,US,0
204,37.0,gov,48211.0,high school,9.0,other,Adm-clerical,Unmarried,White,Female,35,US,0
205,18.0,Private,140164.0,school,7.0,not_married,Sales,Own-child,White,Female,40,US,0
206,36.0,Private,128757.0,undergrad,13.0,married,Other-service,Husband,Black,Male,36,US,1
207,35.0,Private,36270.0,high school,9.0,other,Craft-repair,Not-in-family,White,Male,60,US,0
208,58.0,self_employed,210563.0,high school,9.0,married,Sales,Wife,White,Female,35,US,1
209,17.0,Private,65368.0,school,7.0,not_married,Sales,Own-child,White,Female,12,US,0
210,44.0,gov,160943.0,high school,9.0,married,Transport-moving,Husband,Black,Male,40,US,0
211,37.0,Private,208358.0,high school,9.0,married,Craft-repair,Husband,White,Male,40,US,1
212,35.0,Private,153790.0,higher,10.0,not_married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,40,US,0
213,60.0,Private,85815.0,high school,9.0,married,Craft-repair,Husband,Asian-Pac-Islander,Male,40,US,0
214,54.0,self_employed,125417.0,school,4.5,married,Machine-op-inspct,Husband,White,Male,40,US,1
215,37.0,Private,415887.0,undergrad,13.0,not_married,Exec-managerial,Not-in-family,Black,Male,60,US,1
216,50.0,Private,313321.0,higher,12.0,other,Sales,Not-in-family,White,Female,40,US,0
217,38.0,Private,182609.0,undergrad,13.0,married,Sales,Husband,White,Male,50,Non-US,0
218,45.0,Private,109434.0,undergrad,13.0,married,Prof-specialty,Husband,White,Male,55,US,0
219,25.0,Private,255004.0,school,6.0,not_married,Craft-repair,Not-in-family,White,Male,40,US,0
220,31.0,Private,197860.0,higher,10.0,married,Handlers-cleaners,Husband,White,Male,40,US,0
221,64.0,Private,187656.0,school,4.5,other,Prof-specialty,Not-in-family,White,Male,40,US,0
222,78.0,Private,51744.0,high school,9.0,not_married,Other-service,Not-in-family,Black,Male,40,US,0
223,54.0,Private,176681.0,high school,9.0,married,Adm-clerical,Husband,Black,Male,20,US,0
224,53.0,gov,140359.0,school,4.5,not_married,Machine-op-inspct,Not-in-family,White,Female,35,US,0
225,18.0,Private,243313.0,high school,9.0,not_married,Sales,Own-child,White,Female,40,US,0
226,60.0,Private,24215.0,school,6.0,other,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,10,US,0
227,66.0,self_employed,167687.0,high school,9.0,married,Farming-fishing,Husband,White,Male,50,US,0
228,75.0,Private,314209.0,higher,11.0,other,Adm-clerical,Not-in-family,White,Female,20,Non-US,0
229,65.0,Private,176796.0,high school,9.0,other,Adm-clerical,Not-in-family,White,Female,40,US,0
230,35.0,Private,415887.0,school,7.0,other,Transport-moving,Not-in-family,Black,Male,40,US,0
231,41.0,Private,130408.0,high school,9.0,other,Sales,Unmarried,Black,Female,38,US,0
232,25.0,Private,159732.0,higher,10.0,not_married,Adm-clerical,Not-in-family,White,Male,42,US,0
233,33.0,Private,110978.0,higher,10.0,other,Craft-repair,Other-relative,Other,Female,40,US,0
234,28.0,Private,76714.0,higher,15.0,not_married,Prof-specialty,Not-in-family,White,Male,55,US,1
235,59.0,gov,268700.0,high school,9.0,married,Other-service,Husband,White,Male,40,US,0
236,40.0,gov,170525.0,higher,10.0,not_married,Adm-clerical,Not-in-family,White,Female,38,US,0
237,41.0,Private,180138.0,undergrad,13.0,married,Exec-managerial,Husband,White,Male,50,Non-US,1
238,38.0,gov,115076.0,grad,14.0,married,Exec-managerial,Husband,White,Male,70,US,1
239,23.0,Private,115458.0,high school,9.0,not_married,Transport-moving,Own-child,White,Male,40,US,0
240,40.0,Private,347890.0,undergrad,13.0,married,Prof-specialty,Husband,White,Male,40,US,1
241,41.0,self_employed,196001.0,high school,9.0,married,Other-service,Wife,White,Female,20,US,0
242,24.0,gov,273905.0,higher,12.0,married,Protective-serv,Husband,White,Male,50,US,0
243,20.0,Private,119156.0,higher,10.0,not_married,Prof-specialty,Own-child,White,Male,20,US,0
244,38.0,Private,179488.0,higher,10.0,other,Craft-repair,Not-in-family,White,Male,40,US,0
245,56.0,Private,203580.0,high school,9.0,married,Adm-clerical,Husband,White,Male,35,US,0
246,58.0,Private,236596.0,high school,9.0,married,Adm-clerical,Husband,White,Male,45,US,1
247,32.0,Private,183916.0,high school,9.0,not_married,Other-service,Not-in-family,White,Female,34,US,0
248,40.0,Private,207578.0,higher,12.0,married,Tech-support,Husband,White,Male,60,US,1
249,45.0,Private,153141.0,high school,9.0,married,Adm-clerical,Husband,White,Male,40,US,0
250,41.0,Private,112763.0,higher,15.0,married,Prof-specialty,Wife,White,Female,40,US,1
251,42.0,Private,390781.0,undergrad,13.0,married,Adm-clerical,Wife,Black,Female,40,US,0
252,59.0,gov,171328.0,school,6.0,other,Other-service,Unmarried,Black,Female,30,US,0
253,19.0,gov,27382.0,higher,10.0,not_married,Adm-clerical,Own-child,White,Male,40,US,0
254,58.0,Private,259014.0,higher,10.0,not_married,Transport-moving,Not-in-family,White,Male,20,US,0
255,42.0,self_employed,303044.0,high school,9.0,married,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,Non-US,1
256,20.0,Private,117789.0,high school,9.0,not_married,Other-service,Own-child,White,Female,40,US,0
257,32.0,Private,172579.0,high school,9.0,other,Other-service,Not-in-family,White,Female,30,US,0
258,45.0,Private,187666.0,higher,11.0,other,Exec-managerial,Not-in-family,White,Female,45,US,0
259,50.0,Private,204518.0,school,4.5,other,Craft-repair,Not-in-family,White,Male,40,US,0
260,36.0,Private,150042.0,undergrad,13.0,other,Prof-specialty,Own-child,White,Female,40,US,0
261,45.0,Private,98092.0,high school,9.0,married,Sales,Husband,White,Male,60,US,0
262,17.0,Private,245918.0,school,7.0,not_married,Other-service,Own-child,White,Male,12,US,0
263,59.0,Private,146013.0,higher,10.0,married,Sales,Husband,White,Male,40,US,0
264,26.0,Private,378322.0,school,7.0,married,Craft-repair,Husband,White,Male,40,US,0
265,37.0,self_employed,257295.0,higher,10.0,married,Exec-managerial,Husband,Asian-Pac-Islander,Male,75,Non-US,1
266,19.0,Private,218956.0,higher,10.0,not_married,Prof-specialty,Own-child,White,Male,24,Non-US,0
267,64.0,Private,21174.0,high school,9.0,married,Exec-managerial,Husband,White,Male,40,US,1
268,33.0,Private,185480.0,undergrad,13.0,not_married,Prof-specialty,Not-in-family,White,Female,45,US,0
269,33.0,Private,222205.0,high school,9.0,married,Craft-repair,Wife,White,Female,40,US,1
270,61.0,Private,69867.0,high school,9.0,married,Exec-managerial,Husband,White,Male,40,US,1
271,17.0,Private,191260.0,school,5.0,not_married,Other-service,Own-child,White,Male,24,US,0
272,50.0,self_employed,30653.0,grad,14.0,married,Farming-fishing,Husband,White,Male,98,US,0
273,27.0,gov,209109.0,grad,14.0,not_married,Prof-specialty,Own-child,White,Male,35,US,0
274,30.0,Private,70377.0,high school,9.0,other,Prof-specialty,Own-child,White,Female,40,US,0
275,43.0,Private,415887.0,high school,9.0,married,Handlers-cleaners,Husband,Black,Male,40,US,0
276,44.0,Private,170924.0,higher,10.0,married,Craft-repair,Husband,White,Male,40,US,1
277,35.0,Private,190174.0,higher,10.0,not_married,Exec-managerial,Not-in-family,White,Female,40,US,0
278,25.0,Private,193787.0,higher,10.0,not_married,Tech-support,Own-child,White,Female,40,US,0
279,24.0,Private,279472.0,higher,10.0,married,Machine-op-inspct,Wife,White,Female,48,US,1
280,22.0,Private,34918.0,undergrad,13.0,not_married,Prof-specialty,Not-in-family,White,Female,15,Non-US,0
281,42.0,gov,97688.0,higher,10.0,married,Craft-repair,Husband,White,Male,40,US,1
282,34.0,Private,175413.0,higher,12.0,other,Sales,Unmarried,Black,Female,45,US,0
283,60.0,Private,173960.0,undergrad,13.0,other,Prof-specialty,Not-in-family,White,Female,42,US,0
284,21.0,Private,205759.0,high school,9.0,not_married,Handlers-cleaners,Own-child,White,Male,40,US,0
285,57.0,gov,415887.0,grad,14.0,married,Sales,Husband,White,Male,40,US,1
286,41.0,Private,220531.0,higher,15.0,married,Prof-specialty,Husband,White,Male,60,US,1
287,50.0,Private,176609.0,higher,10.0,other,Other-service,Not-in-family,White,Male,45,US,0
