,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary
9209,22.0,0,318915.0,2,9.0,1,7,4,4,0,40,1,0
12577,28.0,2,70100.0,5,13.0,1,9,1,4,1,60,1,0
19695,41.0,2,114967.0,3,11.0,0,3,0,2,1,40,1,1
14529,57.0,2,146103.0,5,13.0,0,9,0,4,1,45,1,1
10019,35.0,0,171968.0,2,9.0,0,6,0,4,1,40,1,0
1143,40.0,0,214010.0,5,13.0,1,7,1,4,1,37,1,0
41275,36.11173736605135,0,184950.0098635153,1,12.889671707564187,1,3,0,4,1,43,1,1
18996,58.0,0,199278.0,5,13.0,2,3,1,4,1,38,1,0
28036,31.0,2,144949.0,5,13.0,2,2,1,4,1,60,1,0
41523,42.861642257981,1,243687.03262026733,5,13.0,0,10,0,4,1,45,1,1
32620,41.54672261395765,1,130126.0,4,13.906554772084707,0,9,0,4,1,58,1,1
37767,56.64808436605026,2,61885.0,2,9.140766253579896,0,9,0,2,1,59,1,1
15205,26.0,0,34112.0,3,11.0,1,7,1,4,1,40,1,0
32172,36.0,0,54229.0,3,12.0,0,3,5,4,0,37,1,0
35032,50.48220371483916,0,169828.37542600388,2,9.0,0,4,5,2,0,40,1,1
43692,45.3299464935801,0,383457.4805707351,2,13.722504458868325,0,9,0,4,1,55,1,1
41189,46.01480341314066,0,178330.16283754454,4,9.448188054007677,0,6,0,4,1,43,1,1
36359,42.14982049459934,0,128346.1428932869,4,13.287455123649835,0,11,4,4,0,29,1,1
1008,54.0,2,123011.0,2,9.0,0,2,0,4,1,52,1,1
33052,32.09889173965547,1,77734.82580298248,4,11.950554130172266,0,7,0,4,1,46,1,1
36735,37.88598088111285,1,160727.11238336453,3,11.221495220278213,0,2,0,2,1,45,0,1
27809,30.0,0,39386.0,3,10.0,0,3,0,2,1,99,1,0
15292,22.0,0,283510.0,2,9.0,1,9,4,2,1,45,1,0
8149,22.0,0,214134.0,4,6.0,1,13,1,0,1,84,1,0
21461,43.0,0,50197.0,4,6.0,2,7,1,2,0,40,1,0
18350,44.0,1,124692.0,1,14.0,0,9,0,4,1,35,1,1
15663,33.0,1,137059.0,3,10.0,1,7,1,4,0,10,1,0
33011,41.920353183791704,2,398530.8401770758,3,10.389933778039056,0,10,0,4,1,67,1,1
24364,32.0,0,195891.0,3,12.0,0,9,0,4,1,45,1,1
11578,41.0,0,27187.0,3,11.0,0,9,0,4,1,12,1,1
11481,30.0,1,46144.0,2,9.0,0,0,3,4,0,38,1,0
12737,50.0,0,196975.0,2,9.0,0,2,0,4,1,40,1,1
44655,52.02931221239986,1,155594.0,4,11.543968318599791,0,9,0,4,1,40,1,1
41194,30.388669844828765,0,159187.0,4,11.83399046551371,0,6,0,4,1,49,1,1
44648,38.79709956011802,0,205358.09418282626,3,10.673912335044257,1,11,1,4,1,40,1,1
35783,43.768160801220446,0,96535.37712560855,3,10.0,0,10,0,1,1,40,1,1
26303,37.0,0,259846.0,3,11.0,0,0,0,4,1,40,1,0
18150,21.0,0,72119.0,3,10.0,1,0,1,4,1,45,1,0
27792,28.0,0,376302.0,2,9.0,1,11,1,4,0,45,1,0
20923,45.0,0,241350.0,2,9.0,0,5,0,4,1,48,1,1
4285,59.0,0,168569.0,2,9.0,0,6,0,4,1,40,1,1
24649,37.0,0,189251.0,0,16.0,2,9,4,4,0,40,1,0
38920,43.038566125241665,0,105936.1677626448,2,9.0,0,0,4,4,0,35,1,1
36997,37.5039180332526,1,408484.81729327835,3,14.164489981526334,0,8,0,4,1,56,1,1
43578,48.38957859558103,0,219021.0,2,9.79652619852701,1,5,3,4,1,47,1,1
1623,44.0,0,147206.0,3,10.0,0,3,0,4,1,40,1,0
34947,33.67145207686718,0,260713.51188815956,2,9.664273961566408,0,2,1,4,0,40,1,1
43284,30.826213248816668,0,138677.8689337559,3,10.739029400946665,0,1,0,4,1,45,1,1
8136,19.0,0,164320.0,2,9.0,1,13,3,4,1,40,1,0
28813,46.0,0,265097.0,2,9.0,1,5,2,4,1,5,1,0
9740,17.0,0,41979.0,4,6.0,1,4,3,4,1,40,1,0
19802,28.0,0,263128.0,3,10.0,1,0,1,4,0,60,1,0
7611,22.0,0,32732.0,3,10.0,1,9,3,4,1,50,1,0
10764,20.0,0,199268.0,3,10.0,1,7,3,4,0,20,1,0
30573,34.0,0,112564.0,2,9.0,0,13,0,4,1,45,1,0
41429,55.925471454715215,0,162780.82161057973,2,9.0,0,3,0,4,1,45,1,1
27987,52.0,0,225317.0,4,4.5,0,2,0,4,1,40,0,0
46009,50.86693164683246,0,67756.28053798784,2,9.0,0,9,0,4,1,40,1,1
2877,56.0,0,250873.0,4,7.0,0,2,0,4,1,45,1,0
45010,42.457289226260606,0,43711.30854215475,2,11.074373535756365,0,8,0,4,1,40,1,1
35807,57.0,1,199772.93216502626,2,9.24972987474701,0,10,0,4,1,31,1,1
43733,30.759736042366505,0,415887.0,5,13.0,0,11,0,4,0,46,1,1
44144,42.736802313559565,2,187708.63122082205,3,13.157994216101095,0,9,0,4,1,56,1,1
39816,37.9267918794064,0,142338.82261400437,3,11.328784974471231,0,1,0,4,1,45,1,1
6112,41.0,0,82049.0,2,9.0,0,2,0,4,1,40,1,1
37339,51.969543880351694,0,20904.707621251375,2,9.664636258690113,0,7,0,4,1,51,1,1
4920,41.0,0,178983.0,2,9.0,0,0,5,4,0,40,1,0
44385,50.85250562001758,1,106081.11492000727,3,10.0,0,11,0,4,1,57,1,1
26533,27.0,1,199343.0,2,9.0,0,0,0,4,1,38,1,0
40047,50.887357806998715,0,254209.95403677927,4,13.016091741857327,0,2,0,4,1,20,1,1
40588,44.176123872184,0,184149.5453213033,1,13.088061936092,0,6,3,4,0,36,1,1
15125,41.0,0,274363.0,3,10.0,0,6,0,4,1,42,1,1
35605,53.13061745705647,1,198742.95611072163,3,10.543364089339704,0,9,0,4,1,44,1,1
27576,30.0,0,396538.0,2,9.0,2,3,4,4,0,29,1,0
3704,34.0,1,106169.0,1,14.0,2,9,1,4,0,50,1,0
26177,62.0,0,311495.0,3,10.0,2,3,1,4,0,40,1,0
22526,38.0,0,171150.0,3,12.0,0,9,0,4,1,40,1,1
42116,46.7171985321656,1,243632.6035018348,3,10.3207003669586,0,2,0,1,1,40,1,1
33140,31.210946434186145,0,296487.3101489686,3,11.385404754418472,0,4,0,4,1,42,1,1
11124,47.0,2,109421.0,5,13.0,0,3,0,4,1,50,1,0
30568,20.0,0,79691.0,2,9.0,1,6,3,4,1,40,1,0
23636,70.0,0,148065.0,3,10.0,0,9,0,4,1,4,1,1
30457,43.0,1,125461.0,5,13.0,1,9,1,4,1,40,1,0
2259,38.0,1,123983.0,5,13.0,1,3,4,1,1,40,0,0
32706,50.678069819062074,1,175614.41975357596,4,12.768542093922473,0,8,0,4,1,40,0,1
26069,40.0,0,284303.0,3,10.0,0,3,5,4,0,40,1,1
31535,51.0,2,291755.0,4,4.5,0,3,0,4,1,42,1,0
9235,39.0,1,175232.0,3,10.0,0,5,0,4,1,60,1,1
12777,48.0,0,247685.0,3,10.0,2,2,1,4,1,40,1,0
41387,41.935003740382804,0,191803.35003740384,3,12.177499376602865,0,9,0,4,1,50,1,1
21056,64.0,1,142166.0,2,9.0,0,2,0,4,1,99,1,0
22616,23.0,1,96748.0,3,10.0,1,9,3,4,1,10,1,0
2453,24.0,2,174391.0,2,9.0,0,0,5,4,0,40,1,0
13320,35.0,0,270059.0,3,10.0,2,11,4,4,0,30,1,0
22035,52.0,0,282674.0,2,9.0,0,13,0,0,1,40,1,1
48924,52.810451782704654,0,277473.33776134666,3,11.063182739098448,0,11,0,3,1,40,1,1
11338,40.0,0,145504.0,2,9.0,0,4,0,2,1,40,1,0
37347,44.31815005316025,0,353848.2510889617,3,10.551384780297381,0,9,0,4,1,60,1,1
17864,25.0,0,374163.0,4,8.0,0,4,0,3,1,60,0,0
40318,52.05854228595247,1,318085.0301492445,2,9.34949751259103,0,6,0,4,1,42,1,1
15738,32.0,0,37210.0,5,13.0,0,3,0,4,1,45,1,1
14658,42.0,2,101593.0,5,13.0,0,3,0,4,1,60,1,1
43193,41.30091440150638,0,415887.0,2,9.0,0,12,0,4,1,50,1,1
5039,44.0,1,44822.0,3,10.0,0,2,0,4,1,40,1,0
46367,59.874562967056306,0,202223.67941489053,2,9.979093827842718,1,2,3,4,0,43,1,1
38949,45.610929997789896,0,128186.26369002179,4,7.670414997316305,0,4,3,2,0,43,0,1
44264,57.50427025407407,0,349910.0,3,11.504270254074074,0,3,0,4,1,48,1,1
25522,66.0,0,108185.0,4,5.0,0,9,0,2,1,40,1,0
19542,45.0,0,160724.0,2,9.0,0,2,0,1,1,40,0,0
20287,44.0,0,415887.0,3,10.0,2,9,1,4,0,40,1,0
4400,25.0,0,132749.0,4,7.0,2,7,4,4,0,12,1,0
20559,24.0,0,220323.0,3,10.0,0,9,0,2,1,40,1,0
17852,31.0,0,409622.0,5,13.0,0,6,0,3,1,36,0,0
39812,51.23397336766298,0,266133.8634561854,4,12.770192010298896,0,2,0,4,1,40,1,1
22159,26.0,0,159759.0,5,13.0,1,7,3,4,1,40,1,0
8674,41.0,2,113324.0,3,11.0,0,4,0,4,1,70,1,1
16362,59.0,1,171328.0,2,9.0,2,10,2,2,0,40,1,0
45642,52.23967669634779,1,231480.743717992,0,16.0,0,6,0,4,1,45,1,1
39578,36.42127282029076,0,383568.4123141615,2,10.280848546860504,0,0,4,2,0,40,1,1
34433,45.853750202742035,2,102771.0,5,13.0,0,12,0,4,1,42,1,1
3833,43.0,0,193494.0,3,10.0,0,9,0,4,1,40,1,0
28264,51.0,2,120781.0,3,15.0,0,9,0,3,1,70,0,1
48870,44.67340274608454,0,415887.0,1,14.0,0,9,0,4,1,50,1,1
10062,38.0,0,179579.0,3,10.0,0,9,0,4,1,50,1,1
11753,45.0,0,216932.0,1,14.0,0,3,0,4,1,40,1,1
21220,22.0,0,317019.0,3,10.0,1,7,1,4,0,30,1,0
35833,49.83817550560688,0,349671.69576917554,1,13.30152041199427,0,8,4,4,0,49,1,1
48051,44.0,1,116358.0,5,13.0,0,11,0,1,1,45,1,1
16876,37.0,0,245053.0,3,10.0,2,5,3,4,1,40,1,0
35002,60.8798028103547,0,266093.60098594823,4,6.138334191998645,0,11,0,4,1,56,1,1
25150,31.0,0,240441.0,1,14.0,1,3,1,4,1,40,1,1
17803,23.0,0,193586.0,3,10.0,2,4,2,4,0,40,1,0
1284,50.0,0,88926.0,2,9.0,0,0,5,4,0,40,1,1
22519,40.0,0,272343.0,2,9.0,0,0,5,4,0,40,1,1
45754,44.21929786042403,0,188077.9665067568,2,9.252791103597815,0,5,0,4,1,42,1,1
42918,38.16005765245209,0,415887.0,1,14.0,0,3,0,3,0,40,0,1
31523,49.0,1,405309.0,3,11.0,0,2,0,4,1,40,1,1
34896,48.906184851048785,0,199029.6801598299,4,13.023453787237804,0,10,0,4,1,54,1,1
15473,20.0,0,113511.0,4,7.0,1,13,3,4,1,40,1,0
1023,34.0,0,33117.0,3,10.0,0,7,0,4,1,40,1,0
46786,55.0,2,124137.0,3,14.082207159868684,0,9,0,4,1,35,0,1
47834,44.61422790417562,0,129548.67747415292,4,12.50671928848092,0,6,0,4,1,54,1,1
31807,51.0,2,170086.0,5,13.0,0,12,0,4,1,45,1,1
12227,21.0,0,204596.0,3,12.0,1,0,3,4,0,8,1,0
7277,37.0,1,108540.0,2,9.0,0,2,0,4,1,40,1,0
37995,30.319815944701894,0,199225.99493097927,5,13.0,0,5,0,4,1,51,1,1
31994,31.0,0,118399.0,4,7.0,0,6,0,4,1,40,1,0
20290,46.0,0,403911.0,2,9.0,0,2,0,2,1,40,1,1
38365,42.995739608477336,0,96249.30674818963,2,9.004260391522662,0,6,0,4,1,42,1,1
23822,20.0,0,66695.0,3,10.0,1,9,3,3,0,35,1,0
42050,40.18321714867634,0,198845.66871848473,3,11.848857906313691,0,2,0,4,1,44,1,1
41581,26.96576834210878,0,253280.49827594915,2,9.868948777192749,0,1,0,2,0,35,1,1
33637,49.80203098103318,0,128147.04314543902,3,10.0,0,3,0,4,1,40,1,1
42448,41.49536191706801,0,193780.04638082933,3,13.417439680488664,1,3,0,4,1,47,1,1
30488,55.0,1,181641.0,3,10.0,2,9,1,2,0,37,1,0
20156,18.0,0,271935.0,2,9.0,1,6,3,4,0,40,1,0
17899,39.0,1,163278.0,3,10.0,1,0,1,4,0,44,1,0
4160,37.0,0,195148.0,2,9.0,0,2,3,4,1,40,1,0
35844,49.49754047864939,0,252902.4365776795,3,6.563422320506479,0,9,0,4,0,40,1,1
20797,41.0,0,129155.0,4,7.0,2,9,2,2,0,40,1,0
42728,64.65796868146933,1,123398.2695704667,1,9.731884787040835,0,11,0,4,1,56,1,1
40507,36.51000631693634,1,127660.36693619672,4,12.306152874317487,0,9,0,4,1,46,1,1
45424,37.883281802068694,0,119275.41270409412,3,13.34080282076099,0,5,3,4,0,40,1,1
45017,50.83263377948413,0,186383.06315894262,4,12.118947682783446,1,8,2,3,1,42,1,1
2633,55.0,2,141807.0,5,13.0,0,11,0,4,1,60,1,1
25466,33.0,0,82393.0,2,9.0,1,2,3,1,1,40,1,0
31410,24.0,0,329852.0,2,9.0,1,6,1,4,1,40,1,0
29758,39.0,2,194004.0,2,9.0,0,11,0,4,1,70,1,0
9139,25.0,0,254746.0,3,11.0,1,0,1,4,0,40,1,0
30598,41.0,0,29702.0,3,11.0,1,2,1,4,1,30,1,0
45413,39.94032703087266,0,211468.12512212832,1,11.940327030872655,0,6,0,4,1,42,1,1
4178,49.0,0,166789.0,2,9.0,0,0,0,4,1,40,1,0
43563,30.0,1,321990.0,1,12.154825187306235,0,1,0,4,1,54,0,1
28898,27.0,0,210498.0,3,10.0,0,3,0,4,1,80,1,0
30183,43.0,0,328570.0,3,10.0,2,6,4,2,0,38,1,0
550,46.0,2,245724.0,3,10.0,2,3,1,4,1,50,1,0
26971,38.0,0,255621.0,2,9.0,0,7,0,4,1,40,1,0
17045,60.0,1,136939.0,3,10.0,0,13,0,4,1,40,1,0
35498,37.667337238273646,0,128715.0,3,11.665325523452704,0,1,0,4,1,53,1,1
15564,34.0,0,200192.0,3,10.0,1,7,1,4,0,40,1,0
48629,60.85051964543854,0,186810.04007113932,5,13.0,0,8,0,4,1,30,1,1
49070,37.80524425875272,0,91036.72784968544,1,13.978360473194748,0,3,0,3,1,64,0,1
23911,47.0,2,216657.0,2,9.0,0,4,0,4,1,60,1,0
40545,36.74800876854911,0,292407.1051744676,0,15.562997807862722,0,7,0,1,0,41,0,1
44947,47.9510340506388,2,121124.0,3,10.14689784808359,0,9,0,4,1,35,1,1
45484,40.80138069160075,0,197459.8629848224,4,12.7862984822398,0,12,0,4,1,40,1,1
4950,63.0,2,272425.0,3,11.0,0,3,0,4,1,40,1,1
21880,24.0,0,163665.0,5,13.0,1,7,3,4,0,40,1,0
3316,47.0,1,242552.0,3,10.0,1,10,1,2,1,40,1,0
32094,30.0,0,190228.0,2,9.0,0,5,0,4,1,40,1,0
12422,17.0,0,413557.0,4,7.0,1,0,3,4,0,32,1,0
10806,46.0,0,331776.0,2,9.0,0,6,0,4,1,40,1,0
17425,20.0,1,415887.0,2,9.0,1,0,1,4,0,30,1,0
26237,52.0,0,273514.0,2,9.0,2,2,1,4,1,40,1,0
11103,35.0,0,92028.0,1,14.0,0,3,0,4,1,50,1,1
32784,41.09052733025315,1,266307.09682638105,3,10.272631832563288,1,3,1,4,1,67,0,1
45068,34.21766836669731,0,207937.79081281877,3,13.681978635407091,1,7,0,3,1,47,1,1
10396,60.0,1,97030.0,5,13.0,2,3,1,4,0,35,1,0
6239,48.0,0,113598.0,3,10.0,2,0,2,2,0,40,1,0
20147,45.0,0,203653.0,2,9.0,0,0,0,2,1,40,1,1
24101,33.0,2,127894.0,3,15.0,0,9,0,4,1,60,1,1
3524,21.0,0,197387.0,2,9.0,1,5,3,4,1,20,1,0
25107,43.0,1,206927.0,2,9.0,0,9,0,4,1,40,1,0
36247,46.728791775229816,1,163912.2272143063,2,9.594765131776397,0,9,0,4,1,46,1,1
12085,24.0,0,177287.0,4,8.0,1,7,3,4,0,38,1,0
35828,46.55731251189762,0,230131.52885637016,2,9.0,0,6,0,2,1,59,1,1
48739,36.03263832222429,1,404005.066975834,2,9.754079790278036,0,6,0,3,1,24,1,1
14011,38.0,0,363395.0,3,10.0,1,11,4,2,0,40,1,0
23483,59.0,0,98350.0,2,9.0,2,7,1,1,1,40,0,0
29223,43.0,2,160369.0,4,6.0,2,4,4,4,1,25,1,0
40736,50.575436427210576,0,110975.89200611005,0,15.525145475736858,0,3,0,4,1,40,1,1
41306,59.345912328404594,0,361665.78150117036,1,13.323317097852703,1,9,0,4,0,40,1,1
45372,47.55646448067594,0,375279.5872407144,2,12.433060655797219,0,5,2,4,0,45,1,1
11267,45.0,0,116255.0,2,9.0,1,3,1,2,0,40,1,0
13376,34.0,0,105493.0,1,14.0,2,9,4,4,0,40,1,0
3719,21.0,1,415887.0,3,10.0,1,0,3,4,1,40,0,0
6357,29.0,0,225024.0,2,9.0,2,2,1,4,1,40,1,0
6523,30.0,0,185336.0,3,10.0,2,0,4,2,0,37,1,0
9291,54.0,0,96792.0,2,9.0,2,7,4,4,0,32,1,0
12158,41.0,0,123403.0,2,9.0,0,0,0,4,1,40,1,0
15701,34.0,0,199227.0,3,10.0,0,3,0,4,1,55,1,0
17934,39.0,1,327164.0,1,14.0,0,3,0,4,1,45,1,0
2284,29.0,0,40083.0,0,16.0,1,9,1,4,1,40,0,0
39867,51.191216527169736,0,165910.92131938649,2,9.0,0,8,0,4,1,50,1,1
48265,37.84799540720764,0,74581.55543592731,3,11.461218190050845,0,11,0,2,1,40,1,1
27657,48.0,0,61985.0,4,5.0,2,9,1,0,0,20,1,0
3503,40.0,0,315321.0,2,9.0,2,3,4,4,0,52,1,0
35730,56.74275518934229,1,130454.0,4,11.885867215986565,0,6,0,4,1,43,1,1
23929,25.0,0,248990.0,4,4.5,1,6,1,4,1,24,0,0
44893,47.16921472745118,1,49921.342386579636,1,15.028202454575196,0,9,0,4,1,46,1,1
40779,46.108816434614546,0,28420.346603378355,2,14.918387674039092,0,9,0,4,1,50,1,1
46141,39.92892563443119,0,182996.30011823683,2,9.0,0,11,0,2,1,40,1,1
19434,67.0,0,212705.0,1,14.0,2,3,1,4,1,55,1,1
19341,40.0,0,360884.0,3,10.0,0,0,5,4,0,40,1,1
16185,23.0,0,218415.0,3,10.0,1,9,3,4,0,10,1,0
25521,34.0,0,228873.0,5,13.0,1,3,3,4,1,40,1,0
44284,41.82316924600437,0,147206.0,3,8.548779497336243,0,4,0,4,1,41,1,1
49436,32.0,0,207668.0,5,13.0,0,3,1,4,1,48,1,1
